priority,category,asset_id,incoming_path,expected_size,transparent,prompt,negative_prompt
batch_a_style_lock,support,greenfield_p0_style_mother,01_mother_images/style/greenfield_p0_style_mother.png,1200x760,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Create greenfield_p0_style_mother; exact canvas 1200x760 px; fully opaque complete review image.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_mother,forest_edge_painted_source,01_mother_images/regions/forest_edge/forest_edge_painted_source.png,1700x1150,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint a complete region source/review mother for forest_edge_painted_source; exact canvas 1700x1150 px; fully opaque complete review image; believable village-space layout, readable roads, props beside paths, no impossible overlaps.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_base_ground,02_runtime_exports/regions/forest_edge/layers/forest_edge_base_ground.png,1700x1150,False,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_base_ground; exact canvas 1700x1150 px; fully opaque complete review image; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_terrain_details,02_runtime_exports/regions/forest_edge/layers/forest_edge_terrain_details.png,1700x1150,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_terrain_details; exact canvas 1700x1150 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_behind_player_structures,02_runtime_exports/regions/forest_edge/layers/forest_edge_behind_player_structures.png,1700x1150,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_behind_player_structures; exact canvas 1700x1150 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_ysort_props_structures,02_runtime_exports/regions/forest_edge/layers/forest_edge_ysort_props_structures.png,1700x1150,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_ysort_props_structures; exact canvas 1700x1150 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_foreground_occlusion,02_runtime_exports/regions/forest_edge/layers/forest_edge_foreground_occlusion.png,1700x1150,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_foreground_occlusion; exact canvas 1700x1150 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_shadow_overlay,02_runtime_exports/regions/forest_edge/layers/forest_edge_shadow_overlay.png,1700x1150,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_shadow_overlay; exact canvas 1700x1150 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_light_weather_overlay_spring,02_runtime_exports/regions/forest_edge/layers/forest_edge_light_weather_overlay_spring.png,1700x1150,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_light_weather_overlay_spring; exact canvas 1700x1150 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_light_weather_overlay_summer,02_runtime_exports/regions/forest_edge/layers/forest_edge_light_weather_overlay_summer.png,1700x1150,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_light_weather_overlay_summer; exact canvas 1700x1150 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_light_weather_overlay_autumn,02_runtime_exports/regions/forest_edge/layers/forest_edge_light_weather_overlay_autumn.png,1700x1150,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_light_weather_overlay_autumn; exact canvas 1700x1150 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
batch_b_regions,region_layer,forest_edge_light_weather_overlay_winter,02_runtime_exports/regions/forest_edge/layers/forest_edge_light_weather_overlay_winter.png,1700x1150,True,"Warm low-saturation storybook 2D game art, fixed 3/4 top-down rural village view, clear readable silhouettes, soft hand-painted texture, clean outlines, modular assets, cozy countryside life simulation, no combat, no horror, no modern sci-fi HUD. Paint one modular region runtime layer for forest_edge_light_weather_overlay_winter; exact canvas 1700x1150 px; transparent background with clean alpha; keep the fixed 3/4 top-down world perspective, reusable layer edges, and no UI text.","Do not copy any existing game, anime, movie, or named artist style. No photorealism, no combat, no weapons, no monsters, no aggressive expressions, no text baked into gameplay art, no harsh neon, no heavy black shadows, no random crop, no wrong perspective, no visible watermark."
